Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_life_Balance,job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,Age Group,Salary_band
9440,27,Female,Married,Finance,Analyst,4,5527,84,5,5,7,3,1,4,22,No,5,46,8,1,4,4,25,4,No,20-30,Low
9441,36,Female,Single,IT,Analyst,4,19337,71,22,12,5,4,2,1,93,No,8,54,5,2,3,2,39,3,No,31-40,Low
9442,50,Male,Single,Not Specified,Assistant,5,19852,39,24,2,2,2,1,2,35,No,8,32,0,4,1,1,42,4,No,41-50,Low
9443,56,Male,Divorced,Sales,Not Specified,3,9509,37,17,6,3,3,3,1,40,Yes,2,46,16,4,1,3,48,4,No,51+,Low
9444,52,Male,Single,IT,Analyst,1,9901,26,29,4,0,3,3,2,14,No,4,30,13,3,2,1,44,4,No,51+,Low
9445,46,Male,Divorced,Sales,Manager,1,14018,62,11,7,5,3,3,1,50,No,4,52,18,4,4,1,26,4,No,41-50,Low
9446,39,Female,Married,IT,Executive,1,8021,24,22,13,6,4,2,1,25,Yes,2,31,7,4,1,3,44,4,No,31-40,Low
9447,41,Female,Married,Finance,Manager,1,35190,31,12,2,9,2,2,3,62,Yes,8,47,9,1,4,2,26,2,No,41-50,Medium
9448,45,Female,Divorced,Sales,Analyst,3,6697,66,12,8,8,2,2,3,6,No,2,31,18,4,2,2,7,2,No,41-50,Low
9449,51,Male,Single,Not Specified,Manager,5,35190,16,4,5,4,2,4,2,93,No,3,31,19,3,3,4,1,2,No,51+,Medium
9450,43,Male,Married,Finance,Assistant,5,6833,74,9,8,1,1,3,2,24,Yes,9,54,13,1,4,2,9,3,No,41-50,Low
9451,54,Male,Married,HR,Not Specified,4,7450,71,14,7,6,4,1,2,22,No,4,35,18,2,3,1,8,1,No,51+,Low
9452,56,Male,Married,Not Specified,Analyst,5,13244,95,12,3,6,4,5,4,26,No,4,51,15,1,3,1,23,4,No,51+,Low
9453,51,Male,Divorced,Finance,Executive,1,19629,87,15,9,4,3,4,2,36,No,3,39,16,2,1,2,49,3,No,51+,Low
9454,26,Male,Married,Finance,Assistant,3,18097,61,8,9,1,1,2,3,94,No,7,47,12,3,2,4,15,3,Yes,20-30,Low
9455,52,Female,Married,Not Specified,Analyst,2,10036,85,23,13,6,2,3,2,28,No,9,59,8,2,3,2,18,2,No,51+,Low
9456,50,Female,Married,Not Specified,Manager,2,11635,27,3,2,0,4,3,2,80,No,3,33,19,4,2,1,44,1,Yes,41-50,Low
9457,31,Male,Married,IT,Executive,1,35190,88,27,3,5,3,3,1,70,Yes,8,59,6,1,4,2,19,3,No,31-40,Medium
9458,30,Female,Divorced,Sales,Analyst,4,14800,36,13,11,5,2,1,4,48,No,8,35,6,2,1,1,49,3,Yes,20-30,Low
9459,43,Female,Divorced,Finance,Analyst,2,19229,42,16,14,5,1,5,2,67,No,8,58,13,2,1,2,39,2,Yes,41-50,Low
9460,27,Female,Single,IT,Assistant,1,35190,69,25,10,2,2,4,3,98,No,1,51,3,2,1,1,49,4,No,20-30,Medium
9461,51,Female,Married,Marketing,Analyst,3,12040,64,13,10,2,3,5,4,17,Yes,5,51,8,3,1,1,26,4,No,51+,Low
9462,57,Male,Married,Marketing,Analyst,2,3334,92,13,11,0,3,4,2,39,No,4,49,18,1,4,2,12,4,No,51+,Low
9463,41,Female,Single,IT,Not Specified,1,5566,33,19,1,3,3,3,4,48,Yes,9,54,11,4,3,1,37,2,No,41-50,Low
9464,53,Male,Single,Finance,Manager,2,14878,15,15,1,6,4,2,1,68,No,7,39,3,3,3,4,36,3,No,51+,Low
9465,38,Male,Married,HR,Manager,3,4330,82,18,3,0,2,3,4,32,Yes,4,52,1,2,3,2,7,4,No,31-40,Low
9466,39,Female,Single,Sales,Analyst,5,13392,70,15,12,9,1,2,1,6,No,1,46,5,3,2,1,9,3,No,31-40,Low
9467,33,Male,Divorced,Not Specified,Manager,5,4773,28,1,3,9,2,2,2,42,No,6,45,6,3,2,3,31,3,No,31-40,Low
9468,52,Female,Single,HR,Assistant,3,35190,78,15,5,1,2,2,3,50,No,1,53,5,3,3,3,38,3,No,51+,Medium
9469,29,Male,Single,HR,Manager,3,7506,83,24,6,9,2,3,1,60,No,4,32,6,1,4,1,22,2,No,20-30,Low
9470,35,Male,Divorced,Marketing,Analyst,5,4444,98,9,4,1,2,3,4,85,Yes,4,30,4,3,2,1,43,3,No,31-40,Low
9471,23,Female,Single,HR,Assistant,3,17646,36,10,10,4,3,5,1,43,No,8,49,11,2,4,2,12,1,No,20-30,Low
9472,46,Female,Single,IT,Manager,3,9630,58,9,11,7,2,4,3,89,Yes,9,49,13,1,4,2,34,3,No,41-50,Low
9473,47,Male,Single,Marketing,Executive,3,3567,63,12,7,4,2,2,1,90,No,7,58,7,3,1,4,40,1,No,41-50,Low
9474,35,Female,Single,Finance,Executive,5,7764,50,24,3,0,1,1,2,0,Yes,3,44,13,2,4,1,2,3,Yes,31-40,Low
9475,52,Male,Married,Marketing,Assistant,5,8807,83,10,4,0,1,1,2,12,Yes,1,47,14,1,4,4,44,4,No,51+,Low
9476,39,Female,Married,Marketing,Manager,2,3045,48,29,11,4,2,3,1,9,No,9,57,16,4,3,2,32,3,No,31-40,Low
9477,40,Female,Divorced,Sales,Analyst,5,14044,51,8,5,1,3,4,3,22,No,2,45,17,4,3,2,1,2,No,31-40,Low
9478,41,Male,Single,HR,Executive,2,12730,65,4,8,2,3,3,4,75,No,7,45,15,3,3,3,25,2,No,41-50,Low
9479,28,Female,Divorced,IT,Not Specified,5,16526,51,25,9,1,1,5,1,46,Yes,7,57,15,1,1,4,4,4,No,20-30,Low
9480,28,Male,Married,HR,Manager,4,9220,39,14,3,8,4,1,4,14,Yes,8,54,5,2,2,1,38,4,No,20-30,Low
9481,28,Male,Single,Sales,Analyst,2,9128,19,29,1,4,1,4,3,11,No,2,40,5,3,3,1,45,1,No,20-30,Low
9482,46,Female,Single,HR,Analyst,3,8350,22,7,2,0,3,3,1,23,No,2,44,4,2,4,4,4,2,Yes,41-50,Low
9483,36,Male,Married,IT,Manager,4,17385,67,25,2,2,4,2,2,31,Yes,3,47,4,2,4,4,9,1,No,31-40,Low
9484,27,Female,Single,HR,Analyst,5,3660,41,10,3,7,1,3,3,89,No,5,50,17,2,4,3,18,4,No,20-30,Low
9485,35,Female,Single,Sales,Assistant,5,9250,75,24,2,3,1,3,4,15,Yes,6,45,7,1,3,4,41,4,No,31-40,Low
9486,39,Male,Married,IT,Executive,4,10966,79,28,11,7,4,3,2,98,Yes,3,43,14,4,2,2,48,1,No,31-40,Low
9487,52,Female,Divorced,HR,Executive,1,17833,98,10,1,0,1,5,1,79,No,3,34,9,1,2,3,11,3,No,51+,Low
9488,20,Female,Divorced,Sales,Manager,3,12222,85,15,12,7,3,1,3,17,Yes,6,56,2,2,2,1,6,3,Yes,20-30,Low
9489,31,Male,Single,Sales,Not Specified,2,3978,59,15,11,9,4,1,1,17,No,1,43,17,4,3,1,16,1,Yes,31-40,Low
9490,25,Male,Married,Marketing,Analyst,4,8461,17,3,6,8,3,5,4,53,Yes,2,35,0,2,4,1,8,2,No,20-30,Low
9491,24,Female,Divorced,IT,Executive,2,15599,75,24,7,6,2,4,1,79,Yes,3,48,16,2,2,1,19,4,No,20-30,Low
9492,36,Female,Divorced,IT,Analyst,5,14988,64,16,12,2,1,3,1,14,No,7,52,9,2,1,4,5,3,No,31-40,Low
9493,37,Female,Single,HR,Manager,1,4724,62,15,1,1,2,2,4,86,Yes,1,45,14,1,4,3,40,1,No,31-40,Low
9494,37,Female,Divorced,Marketing,Manager,1,9220,87,10,9,0,2,5,1,98,Yes,7,34,5,3,1,3,26,3,No,31-40,Low
9495,20,Female,Married,IT,Manager,2,16253,61,29,7,9,2,3,3,6,No,3,43,12,3,3,4,25,3,Yes,20-30,Low
9496,38,Female,Divorced,Sales,Manager,5,5331,28,26,12,9,1,3,2,7,Yes,6,59,2,3,4,1,25,1,No,31-40,Low
9497,27,Male,Married,IT,Manager,1,19031,33,25,14,6,4,1,4,68,No,2,35,11,1,4,2,9,4,No,20-30,Low
9498,22,Female,Married,Marketing,Manager,3,17817,76,15,11,0,2,5,4,92,No,2,44,16,3,3,1,35,2,No,20-30,Low
9499,44,Female,Single,Finance,Assistant,5,35190,20,28,4,5,2,2,1,27,Yes,8,56,4,4,2,1,1,4,No,41-50,Medium
9500,24,Male,Divorced,Sales,Assistant,4,9751,21,19,3,0,3,5,1,29,Yes,2,41,16,2,1,3,47,4,No,20-30,Low
9501,59,Male,Single,IT,Analyst,4,5115,27,24,6,9,4,2,3,25,No,1,35,12,3,1,1,2,4,No,51+,Low
9502,38,Male,Divorced,Sales,Assistant,4,35190,60,24,3,3,1,3,4,12,Yes,4,36,15,1,3,3,44,1,No,31-40,Medium
9503,37,Male,Single,Not Specified,Analyst,3,6217,47,10,4,4,3,2,3,40,No,4,36,19,1,2,2,25,1,No,31-40,Low
9504,50,Male,Single,Sales,Analyst,5,11266,55,20,9,0,2,3,1,16,Yes,6,49,16,3,4,1,25,3,No,41-50,Low
9505,52,Male,Single,IT,Assistant,2,11705,87,15,5,7,1,3,4,45,Yes,6,46,9,1,1,3,36,2,No,51+,Low
9506,37,Female,Divorced,Not Specified,Executive,2,10836,93,21,10,6,3,1,2,44,No,8,46,4,3,3,2,36,2,No,31-40,Low
9507,58,Male,Single,HR,Analyst,5,16398,83,15,5,0,2,5,1,97,Yes,1,30,5,3,1,2,12,4,Yes,51+,Low
9508,35,Male,Married,HR,Manager,3,16888,43,2,9,4,4,1,3,92,No,5,48,8,1,2,1,29,4,No,31-40,Low
9509,35,Male,Divorced,Finance,Analyst,5,16353,21,14,2,3,2,4,1,60,No,8,42,16,3,3,4,12,1,Yes,31-40,Low
9510,57,Male,Married,Finance,Not Specified,2,7229,68,15,7,0,2,3,4,6,No,8,31,14,2,1,2,13,1,No,51+,Low
9511,26,Female,Single,HR,Executive,5,17928,25,22,7,3,2,5,4,77,No,6,44,5,4,3,1,11,3,Yes,20-30,Low
9512,33,Male,Single,IT,Manager,4,17187,56,10,6,3,3,2,4,35,Yes,6,41,5,3,3,2,7,4,Yes,31-40,Low
9513,44,Male,Married,HR,Executive,5,13931,97,9,14,5,2,3,3,15,No,4,42,6,1,1,2,25,3,No,41-50,Low
9514,51,Female,Single,HR,Executive,1,14068,19,19,4,3,4,2,1,14,Yes,1,34,0,3,2,1,22,1,No,51+,Low
9515,57,Female,Married,Sales,Executive,5,14383,61,15,7,4,2,5,2,39,Yes,6,50,11,1,2,3,9,3,No,51+,Low
9516,39,Female,Married,Sales,Analyst,2,19257,16,8,13,9,2,1,4,70,No,9,34,4,3,3,3,39,2,No,31-40,Low
9517,35,Male,Divorced,Sales,Manager,2,6406,57,2,3,2,2,3,1,35,Yes,8,32,11,3,1,2,32,3,No,31-40,Low
9518,48,Female,Divorced,Marketing,Manager,2,15357,18,15,9,6,2,2,3,96,Yes,1,33,4,2,1,3,14,1,No,41-50,Low
9519,35,Female,Divorced,Sales,Executive,4,11625,95,15,1,2,2,3,3,44,No,7,42,2,3,1,3,29,4,No,31-40,Low
9520,31,Female,Single,Sales,Assistant,2,18762,77,14,6,4,1,3,3,57,No,10,39,6,2,2,3,35,2,No,31-40,Low
9521,36,Male,Single,IT,Not Specified,1,4629,73,6,1,1,2,5,4,42,Yes,7,50,2,2,4,2,42,2,Yes,31-40,Low
9522,56,Female,Married,Not Specified,Manager,5,14925,44,3,6,9,3,2,1,69,Yes,1,44,3,3,4,1,12,1,No,51+,Low
9523,46,Female,Married,Finance,Executive,3,18746,16,29,5,9,3,1,3,0,Yes,4,48,4,2,1,2,31,4,No,41-50,Low
9524,44,Male,Divorced,Finance,Analyst,2,6707,88,2,11,7,1,1,1,86,No,2,51,9,1,3,3,38,3,No,41-50,Low
9525,32,Male,Single,Marketing,Not Specified,5,11258,57,27,5,3,3,1,3,63,No,8,37,3,3,3,3,35,1,No,31-40,Low
9526,27,Male,Single,Not Specified,Not Specified,4,11859,32,10,11,0,2,2,2,34,No,8,51,7,3,4,2,15,1,No,20-30,Low
9527,24,Male,Single,Sales,Assistant,5,15160,38,8,10,1,3,5,3,38,No,7,52,8,4,4,3,25,1,No,20-30,Low
9528,31,Male,Married,Not Specified,Executive,2,19533,51,9,12,6,2,4,3,5,Yes,2,43,11,1,2,4,19,1,No,31-40,Low
9529,22,Female,Single,Marketing,Assistant,2,16740,44,7,6,6,4,4,1,9,Yes,3,32,15,1,1,2,16,4,Yes,20-30,Low
9530,54,Female,Divorced,Finance,Analyst,2,7710,83,25,8,1,3,4,2,14,No,9,47,19,1,1,3,29,2,No,51+,Low
9531,52,Female,Divorced,Marketing,Analyst,1,16929,73,30,9,7,1,3,3,68,No,1,31,9,4,2,1,29,1,No,51+,Low
9532,41,Female,Divorced,IT,Analyst,5,17130,37,28,3,0,3,5,3,11,Yes,3,30,17,3,1,3,29,2,Yes,41-50,Low
9533,28,Female,Single,Marketing,Assistant,3,3539,44,13,5,3,2,5,3,31,Yes,6,36,15,1,4,2,30,3,No,20-30,Low
9534,37,Female,Divorced,Finance,Analyst,1,0,82,7,14,7,1,3,4,54,No,9,30,9,1,3,2,21,4,No,31-40,Low
9535,48,Female,Divorced,HR,Executive,3,18847,55,20,14,4,2,4,1,68,Yes,2,30,16,3,2,3,25,4,No,41-50,Low
9536,58,Male,Married,Finance,Analyst,2,18367,65,1,6,7,4,4,4,41,No,9,57,4,3,1,4,8,1,No,51+,Low
9537,46,Male,Married,Finance,Assistant,3,11666,81,13,13,7,3,3,4,1,Yes,2,46,5,3,2,4,14,1,No,41-50,Low
9538,55,Male,Married,Finance,Manager,3,13904,29,17,1,8,4,1,4,40,Yes,4,42,9,2,1,2,18,3,No,51+,Low
9539,36,Male,Single,Marketing,Assistant,1,5618,70,15,1,0,4,5,3,96,Yes,6,30,17,4,1,3,8,4,No,31-40,Low
9540,53,Female,Single,IT,Executive,1,10372,79,21,1,0,1,4,2,41,Yes,4,56,16,1,1,1,32,3,No,51+,Low
9541,22,Male,Single,Finance,Executive,5,35190,88,25,2,8,2,4,2,5,Yes,8,55,14,2,4,3,39,2,No,20-30,Medium
9542,24,Male,Single,Marketing,Assistant,3,18686,69,26,4,6,3,3,2,25,Yes,2,35,15,2,2,3,34,4,No,20-30,Low
9543,33,Female,Married,Not Specified,Analyst,1,18219,90,14,6,8,1,2,4,89,Yes,2,48,11,4,1,1,49,3,No,31-40,Low
9544,22,Male,Married,HR,Analyst,5,10893,79,16,3,1,3,5,3,71,No,3,47,13,4,4,1,15,2,No,20-30,Low
9545,42,Male,Married,Finance,Manager,3,18141,16,12,9,7,4,5,3,88,No,1,32,1,3,4,1,18,4,Yes,41-50,Low
9546,58,Male,Divorced,Sales,Analyst,3,8598,25,22,3,0,1,5,2,22,No,9,58,0,1,1,4,12,2,No,51+,Low
9547,49,Female,Divorced,Marketing,Executive,2,13995,90,16,13,3,4,1,2,37,Yes,9,53,3,2,4,3,14,3,No,41-50,Low
9548,39,Female,Married,HR,Analyst,1,15565,56,2,4,7,2,2,2,16,No,8,40,0,3,4,4,39,3,No,31-40,Low
9549,46,Female,Married,Not Specified,Not Specified,4,16502,17,15,4,3,2,5,2,57,No,8,55,5,4,3,3,19,2,No,41-50,Low
9550,29,Male,Single,HR,Not Specified,1,13906,55,27,11,2,4,1,3,50,Yes,7,33,19,2,4,1,19,2,Yes,20-30,Low
9551,44,Male,Married,Marketing,Manager,2,16332,63,20,5,6,1,3,4,79,No,2,36,19,1,4,4,38,3,No,41-50,Low
9552,32,Female,Single,IT,Executive,5,19942,97,25,5,4,4,1,1,44,No,5,47,5,3,2,3,25,1,Yes,31-40,Low
9553,36,Female,Married,Sales,Assistant,1,8769,96,26,2,0,4,5,3,90,No,9,55,10,2,3,3,38,4,Yes,31-40,Low
9554,53,Female,Single,IT,Not Specified,3,5331,51,19,6,3,2,5,2,88,Yes,7,31,12,4,2,3,4,2,Yes,51+,Low
9555,56,Female,Married,Finance,Analyst,4,16031,21,7,9,3,3,3,3,95,No,6,36,8,3,3,3,28,3,No,51+,Low
9556,41,Male,Single,Sales,Manager,5,9824,52,26,5,0,3,3,1,24,Yes,4,31,19,4,2,3,26,3,Yes,41-50,Low
9557,36,Female,Divorced,Not Specified,Manager,1,7836,72,12,1,9,4,2,2,31,No,9,32,4,1,4,1,21,4,No,31-40,Low
9558,42,Male,Divorced,Finance,Analyst,5,13097,19,14,9,4,3,3,1,18,Yes,5,46,16,4,2,1,36,4,No,41-50,Low
9559,55,Male,Single,Sales,Assistant,3,18801,75,24,7,1,1,5,4,59,Yes,7,33,18,2,1,2,16,1,No,51+,Low
9560,28,Male,Single,Marketing,Executive,4,5792,97,18,7,7,1,3,3,85,No,7,38,2,1,2,3,2,4,No,20-30,Low
9561,21,Female,Divorced,Finance,Executive,3,3416,91,26,11,8,2,2,3,82,No,2,56,19,3,2,3,25,3,No,20-30,Low
9562,51,Female,Married,IT,Executive,4,14805,53,7,6,1,1,5,4,10,No,8,41,1,4,1,4,1,4,No,51+,Low
9563,41,Female,Single,Sales,Assistant,5,35190,42,5,1,9,2,4,1,85,No,4,55,12,3,3,1,27,2,No,41-50,Medium
9564,32,Female,Married,Finance,Analyst,1,15403,71,1,11,9,4,4,2,83,No,6,35,11,4,1,2,42,4,No,31-40,Low
9565,27,Male,Divorced,Finance,Executive,4,14370,16,8,7,3,3,3,2,46,No,9,37,14,4,3,4,7,4,No,20-30,Low
9566,20,Female,Divorced,Marketing,Assistant,3,4569,84,16,4,1,2,2,2,79,No,5,45,13,3,1,4,17,4,No,20-30,Low
9567,36,Male,Single,Not Specified,Executive,4,14441,93,15,5,4,3,2,1,42,No,8,36,10,1,4,3,2,2,No,31-40,Low
9568,31,Female,Married,Sales,Assistant,5,11489,42,24,7,6,3,3,3,74,No,5,37,16,3,1,3,1,2,No,31-40,Low
9569,23,Male,Divorced,HR,Analyst,5,6232,51,29,3,4,3,4,2,5,Yes,7,56,15,3,3,4,39,2,Yes,20-30,Low
9570,32,Male,Married,Sales,Executive,5,11973,69,15,2,4,2,1,4,60,No,1,30,1,3,2,4,44,2,Yes,31-40,Low
9571,50,Male,Divorced,Sales,Not Specified,1,6032,96,17,11,1,1,3,3,66,Yes,8,46,15,2,4,1,18,1,No,41-50,Low
9572,26,Male,Single,Marketing,Manager,5,7507,15,4,1,2,2,3,3,61,No,9,57,16,4,2,1,31,3,No,20-30,Low
9573,43,Male,Married,Not Specified,Assistant,1,19361,17,16,8,5,2,4,1,18,Yes,4,37,8,2,3,3,15,2,Yes,41-50,Low
9574,43,Male,Married,Finance,Manager,2,11614,85,15,8,5,2,4,4,73,Yes,1,51,2,1,2,1,35,4,No,41-50,Low
9575,39,Male,Single,Marketing,Analyst,4,12309,99,5,7,0,4,4,4,31,No,9,39,1,2,2,2,15,4,No,31-40,Low
9576,24,Female,Single,Finance,Not Specified,3,7638,28,5,10,0,3,5,3,84,No,5,51,11,1,2,1,42,1,Yes,20-30,Low
9577,36,Male,Single,HR,Analyst,1,35190,62,20,14,9,4,3,3,30,No,3,37,0,1,4,1,11,4,No,31-40,Medium
9578,49,Male,Single,IT,Not Specified,1,14077,51,11,9,8,1,4,3,69,Yes,1,57,17,1,2,3,17,1,No,41-50,Low
9579,28,Female,Divorced,Marketing,Not Specified,3,5265,17,14,10,1,1,5,2,3,Yes,2,49,17,2,3,2,2,2,No,20-30,Low
9580,25,Female,Married,Marketing,Analyst,4,35190,63,17,11,1,2,4,3,34,Yes,8,30,16,1,4,3,27,4,No,20-30,Medium
9581,44,Female,Divorced,HR,Analyst,5,3420,70,10,1,8,1,1,2,12,Yes,6,36,13,1,3,3,25,1,No,41-50,Low
9582,38,Female,Single,Marketing,Executive,4,10473,74,21,3,4,2,5,2,38,No,9,47,10,1,4,1,35,4,No,31-40,Low
9583,35,Male,Divorced,HR,Executive,1,18609,27,17,5,5,4,1,1,75,Yes,4,52,7,4,1,2,8,4,Yes,31-40,Low
9584,40,Male,Divorced,Finance,Assistant,5,9572,67,15,14,2,2,4,2,86,No,4,37,4,4,3,2,7,3,No,31-40,Low
9585,21,Female,Married,Marketing,Analyst,2,3314,64,1,2,6,1,3,2,57,Yes,3,58,1,3,1,2,5,3,No,20-30,Low
9586,29,Male,Married,Not Specified,Executive,3,9233,33,13,7,1,4,5,1,2,No,7,51,11,3,3,2,9,3,No,20-30,Low
9587,35,Female,Married,Finance,Executive,4,19211,40,23,12,4,4,1,3,16,Yes,1,43,2,2,3,1,10,2,No,31-40,Low
9588,39,Male,Single,Marketing,Manager,5,5617,67,15,6,3,4,1,3,57,No,1,39,10,4,1,3,26,3,No,31-40,Low
9589,34,Male,Single,Not Specified,Analyst,3,19483,71,10,12,7,2,3,2,85,Yes,4,47,2,2,4,1,25,3,No,31-40,Low
9590,33,Male,Married,HR,Analyst,4,12003,52,29,11,1,4,5,1,45,Yes,3,52,15,3,3,3,8,1,No,31-40,Low
9591,32,Male,Divorced,IT,Executive,1,14724,23,10,10,0,2,2,1,28,Yes,1,43,5,4,2,4,47,1,No,31-40,Low
9592,52,Male,Married,Sales,Manager,1,12613,60,7,2,1,2,1,1,90,Yes,8,54,1,3,2,1,30,4,No,51+,Low
9593,27,Female,Single,IT,Assistant,1,7043,18,6,8,1,4,5,3,6,No,4,39,16,2,4,1,30,4,No,20-30,Low
9594,37,Male,Divorced,Sales,Analyst,2,14454,85,25,3,7,4,2,4,50,No,3,46,13,3,3,1,10,2,No,31-40,Low
9595,55,Female,Single,Sales,Not Specified,1,4013,96,7,4,0,4,3,1,67,Yes,1,35,17,1,1,3,45,3,Yes,51+,Low
9596,45,Male,Married,Sales,Analyst,1,7389,64,5,14,0,1,4,1,63,No,3,36,8,2,2,2,44,4,No,41-50,Low
9597,29,Male,Married,HR,Executive,1,3245,84,7,5,9,1,1,2,10,No,3,49,0,1,3,4,11,2,No,20-30,Low
9598,50,Male,Divorced,IT,Assistant,5,15259,19,15,6,0,4,2,1,96,No,2,52,19,1,3,1,46,2,No,41-50,Low
9599,52,Female,Married,Finance,Analyst,3,6520,84,29,12,2,2,3,1,34,No,1,48,17,4,3,3,45,2,No,51+,Low
9600,48,Male,Single,Finance,Assistant,2,6239,48,29,9,4,1,3,2,58,No,5,39,19,1,3,3,39,3,No,41-50,Low
9601,24,Female,Single,Marketing,Executive,4,12831,79,10,12,7,3,3,3,27,No,1,43,11,1,4,2,2,4,No,20-30,Low
9602,32,Male,Single,HR,Manager,2,13840,32,20,9,7,1,4,1,81,Yes,3,58,16,1,1,1,23,4,No,31-40,Low
9603,20,Male,Divorced,Not Specified,Manager,3,6595,41,26,9,9,1,2,1,5,No,5,38,9,3,1,1,25,4,No,20-30,Low
9604,42,Female,Single,HR,Not Specified,1,17936,24,13,8,4,3,1,3,86,No,1,46,3,4,1,3,1,1,No,41-50,Low
9605,59,Male,Married,Sales,Assistant,1,10833,16,9,5,4,4,1,4,97,No,8,42,15,3,1,3,32,4,No,51+,Low
9606,22,Male,Divorced,HR,Assistant,4,13275,97,6,5,6,1,3,2,15,Yes,1,33,10,1,4,2,47,1,Yes,20-30,Low
9607,22,Female,Single,Finance,Analyst,2,9349,75,20,14,0,1,4,4,86,Yes,9,37,0,2,1,1,49,2,Yes,20-30,Low
9608,26,Male,Single,HR,Executive,2,16805,36,21,4,0,4,3,1,34,No,8,59,2,4,4,1,30,2,No,20-30,Low
9609,55,Female,Married,Sales,Assistant,4,13913,24,24,14,0,1,2,2,5,No,6,48,14,3,3,3,26,3,No,51+,Low
9610,54,Female,Married,IT,Manager,2,12178,73,7,7,7,1,3,1,87,Yes,2,51,12,1,2,3,38,4,No,51+,Low
9611,34,Female,Divorced,HR,Analyst,2,13662,26,6,11,7,4,3,1,14,Yes,9,48,9,2,4,2,9,2,No,31-40,Low
9612,59,Male,Single,Not Specified,Assistant,2,35190,77,15,4,3,1,4,2,8,No,6,31,5,3,1,4,12,1,Yes,51+,Medium
9613,22,Male,Single,Marketing,Analyst,4,35190,29,2,5,4,4,4,1,45,No,3,41,4,2,1,1,7,4,No,20-30,Medium
9614,48,Female,Married,Sales,Assistant,4,3298,77,15,14,6,1,1,1,7,Yes,3,53,12,3,2,3,29,3,No,41-50,Low
9615,49,Male,Divorced,HR,Assistant,3,19402,79,3,9,5,4,1,3,32,No,1,49,13,3,1,4,43,3,Yes,41-50,Low
9616,58,Female,Married,Marketing,Analyst,2,12714,52,13,7,1,3,1,3,25,Yes,3,54,18,4,4,1,25,4,No,51+,Low
9617,37,Male,Married,Marketing,Executive,3,18649,20,17,9,6,1,3,1,16,No,9,52,1,4,3,3,4,4,No,31-40,Low
9618,30,Female,Divorced,IT,Executive,5,4298,20,19,8,1,3,3,2,94,Yes,6,52,13,3,1,3,30,3,Yes,20-30,Low
9619,57,Female,Single,Finance,Manager,5,19759,52,11,11,3,2,5,1,10,No,3,55,16,2,2,4,23,1,No,51+,Low
9620,60,Female,Single,Not Specified,Executive,2,35190,62,2,12,3,2,2,4,25,Yes,1,52,10,2,2,3,29,2,Yes,51+,Medium
9621,20,Male,Single,Finance,Executive,1,8600,29,10,3,4,3,5,1,67,No,1,45,19,4,1,2,48,1,No,20-30,Low
9622,48,Female,Divorced,Finance,Analyst,5,12499,86,12,3,0,1,2,3,71,Yes,6,42,7,1,3,2,25,1,Yes,41-50,Low
9623,29,Male,Divorced,Sales,Analyst,1,14370,43,13,12,2,3,4,1,87,No,8,49,18,4,2,2,49,3,No,20-30,Low
9624,48,Female,Divorced,HR,Manager,3,17124,16,6,2,7,3,3,4,86,Yes,6,56,10,4,3,2,12,1,No,41-50,Low
9625,50,Male,Divorced,HR,Not Specified,2,11674,89,15,12,5,4,5,2,77,Yes,1,57,13,4,2,1,12,4,No,41-50,Low
9626,38,Male,Divorced,Sales,Analyst,3,18591,87,15,3,2,3,3,4,38,No,2,30,13,2,1,3,25,3,No,31-40,Low
9627,22,Female,Married,IT,Analyst,3,8163,30,27,14,1,2,5,3,82,Yes,2,57,8,2,1,3,21,1,No,20-30,Low
9628,55,Female,Single,HR,Analyst,4,12110,72,26,10,5,4,1,3,65,No,7,42,5,4,2,2,27,3,No,51+,Low
9629,34,Female,Divorced,Marketing,Executive,2,13382,48,15,14,2,4,2,2,67,Yes,6,44,11,1,3,4,19,1,Yes,31-40,Low
9630,52,Female,Single,HR,Analyst,4,35190,57,19,3,6,4,1,4,51,Yes,4,32,6,3,4,3,4,3,No,51+,Medium
9631,45,Male,Divorced,Sales,Manager,3,19086,38,8,3,6,3,3,4,10,No,2,55,15,2,3,4,20,3,No,41-50,Low
9632,35,Female,Single,IT,Manager,1,35190,39,5,11,1,1,4,4,95,No,2,55,6,1,1,2,16,3,No,31-40,Medium
9633,55,Male,Married,HR,Analyst,2,8918,55,4,6,3,2,4,4,82,No,3,33,18,3,3,3,6,3,No,51+,Low
9634,52,Male,Single,Sales,Assistant,2,17138,47,29,9,2,3,1,1,88,Yes,6,45,2,4,4,4,22,1,No,51+,Low
9635,39,Female,Single,Marketing,Analyst,5,4734,57,13,12,7,1,5,4,49,No,6,54,5,1,2,4,24,1,No,31-40,Low
9636,32,Male,Divorced,Finance,Manager,1,4536,31,6,13,7,4,1,2,51,No,7,47,7,3,2,2,39,3,No,31-40,Low
9637,52,Female,Single,Marketing,Assistant,1,12741,21,20,7,3,3,4,2,49,Yes,2,40,9,3,2,1,37,3,No,51+,Low
